epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,5849.01,0.47649,0.44134,0.97141,0.87525,0.75148,0.85589,0.55144,1.32995,0.77459,1.58933,0.000276971,0.000276971,0.000276971
76,5925.09,0.46991,0.43648,0.96752,0.86579,0.80165,0.87401,0.56047,1.30879,0.77251,1.59164,0.000258355,0.000258355,0.000258355
77,6006.81,0.47146,0.43899,0.97314,0.90746,0.84024,0.89503,0.55298,1.3018,0.76053,1.61612,0.000240316,0.000240316,0.000240316
78,6082.87,0.46107,0.41334,0.96363,0.88097,0.81065,0.86936,0.55216,1.32412,0.78864,1.60427,0.00022287,0.00022287,0.00022287
79,6158.42,0.46653,0.43055,0.96461,0.86644,0.81657,0.86339,0.54318,1.31717,0.81236,1.59639,0.000206034,0.000206034,0.000206034
80,6234.16,0.45959,0.41583,0.96869,0.90168,0.75974,0.85824,0.55575,1.32373,0.79016,1.57513,0.000189827,0.000189827,0.000189827
81,6309.9,0.46393,0.42172,0.97511,0.84322,0.79562,0.86449,0.56661,1.29033,0.77128,1.58624,0.000174262,0.000174262,0.000174262
82,6391.54,0.44666,0.41386,0.95978,0.84,0.80771,0.86016,0.55634,1.31099,0.77596,1.59989,0.000159357,0.000159357,0.000159357
83,6467.2,0.43797,0.40454,0.96202,0.87021,0.79344,0.84569,0.55121,1.30977,0.78724,1.59861,0.000145125,0.000145125,0.000145125
84,6542.78,0.44948,0.39708,0.95736,0.89065,0.77114,0.86442,0.57214,1.29244,0.7727,1.58827,0.000131581,0.000131581,0.000131581
85,6619.26,0.44221,0.39741,0.96046,0.82602,0.81471,0.8492,0.56139,1.30884,0.75362,1.59936,0.000118737,0.000118737,0.000118737
86,6694.72,0.43784,0.39168,0.94905,0.86527,0.7929,0.86697,0.5705,1.2991,0.74625,1.59069,0.000106608,0.000106608,0.000106608
87,6770.18,0.42846,0.38676,0.95567,0.90032,0.76331,0.86642,0.57017,1.30426,0.75783,1.58439,9.52034e-05,9.52034e-05,9.52034e-05
88,6846.54,0.44347,0.40592,0.96028,0.89557,0.78107,0.86557,0.56725,1.31318,0.76905,1.60105,8.4536e-05,8.4536e-05,8.4536e-05
89,6923.29,0.42366,0.38522,0.95242,0.84532,0.80844,0.87136,0.56475,1.31872,0.74295,1.61086,7.4616e-05,7.4616e-05,7.4616e-05
90,7001.14,0.41833,0.37765,0.94327,0.83645,0.78698,0.86124,0.56535,1.31715,0.75157,1.61609,6.54531e-05,6.54531e-05,6.54531e-05
91,7082.99,0.39338,0.28531,0.91254,0.85341,0.76331,0.84793,0.55265,1.32768,0.80983,1.61786,5.70564e-05,5.70564e-05,5.70564e-05
92,7158.33,0.3852,0.27858,0.9045,0.7782,0.83045,0.84868,0.55385,1.32,0.79062,1.61796,4.94343e-05,4.94343e-05,4.94343e-05
93,7239.14,0.37395,0.26325,0.89757,0.79937,0.8284,0.8535,0.56125,1.31353,0.77207,1.61984,4.25941e-05,4.25941e-05,4.25941e-05
94,7330.45,0.37489,0.2589,0.90074,0.86798,0.7929,0.86162,0.56461,1.31451,0.76206,1.63484,3.65426e-05,3.65426e-05,3.65426e-05
95,7412.92,0.3744,0.25649,0.90099,0.84646,0.76923,0.84893,0.56174,1.31106,0.75815,1.63191,3.12859e-05,3.12859e-05,3.12859e-05
96,7493.2,0.36518,0.25645,0.89189,0.89455,0.7574,0.86004,0.56018,1.31306,0.76373,1.63504,2.68292e-05,2.68292e-05,2.68292e-05
97,7574.51,0.36809,0.26328,0.89879,0.86237,0.78698,0.86602,0.56277,1.31731,0.7553,1.63217,2.31767e-05,2.31767e-05,2.31767e-05
98,7660.71,0.36011,0.25196,0.88899,0.86611,0.78107,0.8647,0.56781,1.31105,0.76776,1.62366,2.03321e-05,2.03321e-05,2.03321e-05
99,7742.68,0.3597,0.24926,0.8947,0.87032,0.78698,0.86796,0.56406,1.31718,0.75656,1.62255,1.82983e-05,1.82983e-05,1.82983e-05
100,7818.38,0.36613,0.25194,0.8994,0.85508,0.77515,0.8649,0.56776,1.32024,0.7602,1.62937,1.70772e-05,1.70772e-05,1.70772e-05
